Data Medicao,Dia do Mês,Dia da Semana,Mês,"PRECIPITACAO TOTAL, DIARIO (AUT)(mm)","TEMPERATURA MAXIMA, DIARIA (AUT)(°C)","TEMPERATURA MEDIA, DIARIA (AUT)(°C)","TEMPERATURA MINIMA, DIARIA (AUT)(°C)","UMIDADE RELATIVA DO AR, MEDIA DIARIA (AUT)(%)","UMIDADE RELATIVA DO AR, MINIMA DIARIA (AUT)(%)"
24/04/2018,24,3,4,"10,4","31,1","25,958","23,1","82,167",55
25/04/2018,25,4,4,20,"29,6","25,338","22,9","84,875",60
26/04/2018,26,5,4,"1,8","30,3","25,879","23,3","80,792",51
27/04/2018,27,6,4,"0,2",30,"25,346","22,4","84,542",67
28/04/2018,28,7,4,1,"30,9","26,138","22,3","80,292",57
29/04/2018,29,1,4,1,"30,4","25,971","22,9","83,125",63
30/04/2018,30,2,4,33,26,"24,042","23,4","92,125",89
01/05/2018,1,3,5,37,"30,7","25,708","22,5","82,917",65
02/05/2018,2,4,5,"0,8","30,8","26,017","22,7","81,583",59
03/05/2018,3,5,5,"13,8","29,9","25,246",23,"85,292",61
04/05/2018,4,6,5,5,30,"25,708","22,9","79,417",57
05/05/2018,5,7,5,16,"29,1","25,217",23,"83,667",64
06/05/2018,6,1,5,"36,6","29,8","25,171","22,7","83,958",65
07/05/2018,7,2,5,"0,4","29,9","24,696","21,5","83,833",60
08/05/2018,8,3,5,0,"30,3","25,308","21,6","80,542",60
09/05/2018,9,4,5,0,"27,8","24,754","23,6","84,667",73
10/05/2018,10,5,5,"1,6","30,3","25,242","21,1","81,083",59
11/05/2018,11,6,5,"10,6","29,7","25,392",23,"84,667",67
12/05/2018,12,7,5,"26,4","30,6","25,679",23,"82,875",61
13/05/2018,13,1,5,"1,4","30,4","25,8","22,6","82,083",60
14/05/2018,14,2,5,"0,4","29,3","25,454","22,2","80,833",63
15/05/2018,15,3,5,"19,2","30,2","25,904","23,1","82,417",64
16/05/2018,16,4,5,"5,6","30,3","25,642","22,2",83,62
17/05/2018,17,5,5,"21,6","30,3","25,746","23,5",84,66
18/05/2018,18,6,5,3,30,"25,679","23,2","81,917",63
19/05/2018,19,7,5,"0,6","30,4","25,071","21,4","79,542",53
20/05/2018,20,1,5,0,"31,3","25,333","21,2","80,917",57
21/05/2018,21,2,5,"0,2","31,3","26,4","23,3","78,833",58
22/05/2018,22,3,5,"0,2","30,2","26,121","22,5","75,708",57
23/05/2018,23,4,5,2,"29,9","25,104",22,"80,542",54
24/05/2018,24,5,5,"1,2","30,2","25,425","22,6","80,25",55
25/05/2018,25,6,5,"14,8","29,1","25,208","22,9","81,875",66
26/05/2018,26,7,5,1,"30,1","25,146","21,2","77,542",59
27/05/2018,27,1,5,"1,2","29,4","24,217","20,7","81,583",61
28/05/2018,28,2,5,"3,6","29,4","24,825","21,9","83,75",65
29/05/2018,29,3,5,"2,6","29,6","24,754","21,2","79,458",54
30/05/2018,30,4,5,"0,4","29,4","25,988",22,"71,833",54
31/05/2018,31,5,5,"3,8","29,2","24,938","22,8",79,56
01/06/2018,1,6,6,"0,2","31,1","24,463","20,2",81,55
02/06/2018,2,7,6,"0,4","29,5","25,021",22,"85,75",67
03/06/2018,3,1,6,"9,4","29,8","25,796","23,5","83,583",65
04/06/2018,4,2,6,"1,6","28,9","25,208","23,1","80,667",63
05/06/2018,5,3,6,2,"29,2","23,883","19,9","82,083",54
06/06/2018,6,4,6,"0,4","30,2","24,842",21,"80,625",52
07/06/2018,7,5,6,"22,2",30,"25,138","22,5","85,542",64
08/06/2018,8,6,6,"4,4","30,5","26,063","23,7","79,417",57
09/06/2018,9,7,6,0,"30,1","24,654","20,9","82,417",60
10/06/2018,10,1,6,"0,2","29,1","25,604",22,"72,792",58
11/06/2018,11,2,6,"1,4","29,8","25,271","21,7","75,333",60
12/06/2018,12,3,6,"0,4","29,3","24,475","20,3","76,75",56
13/06/2018,13,4,6,0,29,"25,948","24,4","69,478",58
14/06/2018,14,5,6,"4,2","27,9","23,2","20,6","86,583",64
15/06/2018,15,6,6,"1,6","29,4","23,85","20,4","84,583",58
16/06/2018,16,7,6,"3,8","28,4","24,521","22,6","81,333",60
17/06/2018,17,1,6,"0,2","27,3","23,375","20,5","87,542",73
18/06/2018,18,2,6,"23,2",29,"24,538","21,5","83,167",65
19/06/2018,19,3,6,"0,6","28,2","22,958","20,8","88,083",64
20/06/2018,20,4,6,"19,6",28,"23,508","21,1","80,333",58
21/06/2018,21,5,6,"0,8","28,7","23,667","19,7",80,55
22/06/2018,22,6,6,"0,6","29,2","24,883","21,5","71,125",49
23/06/2018,23,7,6,"0,2","28,9","24,867","20,3","72,542",49
24/06/2018,24,1,6,"6,6","27,9","24,942","22,8","77,5",64
25/06/2018,25,2,6,"2,8",29,"24,717","21,1","74,625",50
26/06/2018,26,3,6,1,"28,3","23,392","19,7",82,62
27/06/2018,27,4,6,"15,4","28,4","23,246","21,3","87,75",66
28/06/2018,28,5,6,6,"27,7","23,529","20,8","84,375",63
29/06/2018,29,6,6,"13,2",28,"22,758","19,6",84,56
30/06/2018,30,7,6,"0,6","28,8","23,058","18,5","81,208",59
01/07/2018,1,1,7,0,29,"24,046","20,2","79,917",56
02/07/2018,2,2,7,"8,8","28,7","24,033","21,5","86,625",69
03/07/2018,3,3,7,"5,8","28,3","24,054","21,3","82,25",62
04/07/2018,4,4,7,"0,4","34,2","23,938","19,4","79,25",49
05/07/2018,5,5,7,0,"28,4","23,913","20,1",82,64
06/07/2018,6,6,7,"11,4","27,8","24,396","22,3","85,917",70
07/07/2018,7,7,7,"4,6","28,6","25,179","23,1","77,75",66
08/07/2018,8,1,7,"0,6","28,2","23,346","20,1","83,792",59
09/07/2018,9,2,7,"0,4","28,5","23,7","19,6","79,125",57
10/07/2018,10,3,7,0,"27,9","24,196","21,9","79,083",69
11/07/2018,11,4,7,"1,8","28,4","24,471","22,4","80,792",64
12/07/2018,12,5,7,"2,4","27,7","23,5","20,8","84,208",64
13/07/2018,13,6,7,"0,4","28,6","24,329",22,"73,875",50
14/07/2018,14,7,7,"0,8","28,6","23,379","19,3","80,667",59
15/07/2018,15,1,7,0,"28,9","23,146","18,8","79,417",56
16/07/2018,16,2,7,0,"28,8","23,321","19,3","74,833",42
17/07/2018,17,3,7,"3,2","28,6","22,813","18,4","80,217",49
18/07/2018,18,4,7,"14,4","27,3","23,388","21,1",80,57
19/07/2018,19,5,7,0,"28,8","24,55","20,8","69,208",46
20/07/2018,20,6,7,"7,8","27,5","23,563","20,7","80,167",61
21/07/2018,21,7,7,"0,2","27,9","23,442","20,1","78,417",59
22/07/2018,22,1,7,0,"27,7","23,2",19,"78,458",58
23/07/2018,23,2,7,"0,6","27,7","24,475","22,2","73,042",61
24/07/2018,24,3,7,"2,8","28,1","24,646","21,3","69,375",48
25/07/2018,25,4,7,2,"28,1","23,796","20,3","80,625",61
26/07/2018,26,5,7,"3,6","28,3","24,071","20,6","78,792",61
27/07/2018,27,6,7,4,"25,1","22,638","21,6","89,708",82
28/07/2018,28,7,7,12,"27,6","24,546","21,9","74,417",59
29/07/2018,29,1,7,0,"28,6","24,488","20,8","76,75",59
30/07/2018,30,2,7,"0,4","28,1","22,925","19,9","86,5",67
31/07/2018,31,3,7,"45,4","27,9","23,858","22,2","86,917",68
01/08/2018,1,4,8,"6,2","27,9","23,888","21,1","83,25",68
02/08/2018,2,5,8,"2,4","27,8","24,042","22,5","74,958",54
03/08/2018,3,6,8,"0,2","27,9","22,775","18,6","78,875",57
04/08/2018,4,7,8,0,29,"23,304","18,4","79,875",60
05/08/2018,5,1,8,0,"28,5","24,2","20,4","79,625",62
06/08/2018,6,2,8,"0,2","28,7","23,725","19,7","80,667",59
07/08/2018,7,3,8,"11,6","28,3","24,504","21,6","80,083",60
08/08/2018,8,4,8,"1,8","28,7","23,663","20,3","83,833",59
09/08/2018,9,5,8,3,"27,7","23,679","21,5","84,833",62
10/08/2018,10,6,8,"4,8","28,9","24,208","21,1","81,375",59
11/08/2018,11,7,8,0,"29,2","23,671","18,8","79,917",54
12/08/2018,12,1,8,"1,2","29,6","24,3","20,5","83,958",65
13/08/2018,13,2,8,"0,2",30,"25,638","21,6","77,167",57
14/08/2018,14,3,8,"0,4","29,6","25,2","22,3","76,833",57
15/08/2018,15,4,8,0,29,"24,371","21,1","79,375",61
16/08/2018,16,5,8,"5,2","28,4","24,963","21,7","78,417",63
17/08/2018,17,6,8,0,"28,5","25,579","23,5","71,542",56
18/08/2018,18,7,8,0,"28,6","24,225",20,76,57
19/08/2018,19,1,8,0,"28,8","25,325","22,4","69,125",50
20/08/2018,20,2,8,"0,8","28,2","24,829","22,3","73,75",55
21/08/2018,21,3,8,"6,6","27,7","23,75","21,2","80,875",64
22/08/2018,22,4,8,1,"28,1","24,175","20,6","78,125",60
23/08/2018,23,5,8,1,"28,6","24,088","20,8","75,458",59
24/08/2018,24,6,8,0,"28,4","23,454","19,3","80,75",58
25/08/2018,25,7,8,"14,4","28,3","24,475","21,8","80,167",60
26/08/2018,26,1,8,"4,8","28,2","24,638","21,4","75,417",57
27/08/2018,27,2,8,"0,4","28,8","24,571","19,5","72,833",54
28/08/2018,28,3,8,9,"28,3","24,213","20,8","77,208",55
29/08/2018,29,4,8,"19,4","27,6","23,3","20,8","80,25",59
30/08/2018,30,5,8,"5,6","27,3","23,104","20,1",82,57
31/08/2018,31,6,8,"4,4","28,6","23,938","20,4","75,792",53
01/09/2018,1,7,9,0,"28,7","22,85","19,5",84,61
02/09/2018,2,1,9,"18,2","27,7","23,692",21,"82,708",65
03/09/2018,3,2,9,0,"28,3","24,467","20,5","76,708",59
04/09/2018,4,3,9,0,"29,5","24,596","19,8","72,875",51
05/09/2018,5,4,9,0,"29,5","24,342","19,5","75,625",52
06/09/2018,6,5,9,0,"29,6","24,842","20,7","78,375",60
07/09/2018,7,6,9,0,"29,2","25,392","23,6","70,875",54
08/09/2018,8,7,9,"0,2","28,7","24,183","20,4","69,208",45
09/09/2018,9,1,9,"3,8","28,9","24,417","20,9",79,57
10/09/2018,10,2,9,"4,2","27,4","24,321","22,4","83,708",71
11/09/2018,11,3,9,"7,6","28,5","24,733",22,"77,833",60
12/09/2018,12,4,9,"0,4","28,5","25,025","22,1","72,208",58
13/09/2018,13,5,9,0,"28,3","23,788","20,6","74,333",53
14/09/2018,14,6,9,0,"28,4","23,538",19,"75,208",58
15/09/2018,15,7,9,"0,4","28,9","25,167","21,4","71,958",52
16/09/2018,16,1,9,"5,8","29,1","25,154","22,6","81,25",62
17/09/2018,17,2,9,"1,2","29,9","26,188",24,"75,125",58
18/09/2018,18,3,9,1,"28,8","25,825","23,5","75,042",61
19/09/2018,19,4,9,"3,2","28,6","24,938","22,2","79,125",60
20/09/2018,20,5,9,1,"29,2","25,304","22,4","75,917",58
21/09/2018,21,6,9,3,"28,5","25,388","22,7","73,042",57
22/09/2018,22,7,9,0,"29,7","25,346","21,7","71,292",50
23/09/2018,23,1,9,0,"28,7","24,3","20,4",80,62
24/09/2018,24,2,9,"0,8","29,7","25,671","22,8","76,667",60
25/09/2018,25,3,9,"0,2","29,6","25,421","21,5",76,59
26/09/2018,26,4,9,0,"29,4","26,3","23,8","70,208",53
27/09/2018,27,5,9,0,"29,6","25,746","24,5","74,75",60
28/09/2018,28,6,9,5,"30,3","25,596","22,6","77,917",51
29/09/2018,29,7,9,"3,4","29,7","25,492","22,6","80,75",65
30/09/2018,30,1,9,0,"29,7","25,988","24,1","71,167",53
01/10/2018,1,2,10,0,"29,4","25,45","21,2","67,75",50
02/10/2018,2,3,10,0,"29,6","24,567","20,1","74,125",49
03/10/2018,3,4,10,0,"30,5","25,913","22,6","75,833",56
04/10/2018,4,5,10,"1,2","30,7","26,258","23,3","72,5",53
05/10/2018,5,6,10,0,"30,5","26,604","23,6","69,625",51
06/10/2018,6,7,10,"0,2",31,"25,979","22,6","70,667",40
07/10/2018,7,1,10,2,"28,5","25,746","24,1","77,75",66
08/10/2018,8,2,10,6,"29,7","25,608","23,3","71,333",52
09/10/2018,9,3,10,0,"29,1","25,925","23,5","70,667",56
10/10/2018,10,4,10,0,"30,6","26,338","23,1","68,917",47
11/10/2018,11,5,10,0,"30,3","26,529","24,2","67,583",52
12/10/2018,12,6,10,0,"30,2","26,467","22,8","68,25",50
13/10/2018,13,7,10,"1,6","30,3","26,083","22,6","73,792",53
14/10/2018,14,1,10,0,"30,6","26,192","21,7","70,625",54
15/10/2018,15,2,10,0,"30,3","25,804","22,3","75,25",59
16/10/2018,16,3,10,"1,2","31,1","26,313","23,5","75,125",54
17/10/2018,17,4,10,"0,4","31,1","26,479","22,5","74,125",53
18/10/2018,18,5,10,"0,4","31,2","26,929",23,"68,625",49
19/10/2018,19,6,10,0,"31,4","26,858","22,5","67,75",48
20/10/2018,20,7,10,0,"31,2","26,271","20,8","70,542",49
21/10/2018,21,1,10,0,"32,6","25,779","20,5","73,583",47
22/10/2018,22,2,10,0,"31,3","26,246","21,6","73,25",49
23/10/2018,23,3,10,0,"30,5","26,642","24,3","68,375",50
24/10/2018,24,4,10,0,"31,6","25,938","21,4","72,292",46
25/10/2018,25,5,10,"0,2",31,"27,1","24,2",69,52
26/10/2018,26,6,10,0,"31,9","27,013","22,9","71,25",52
27/10/2018,27,7,10,0,"32,1","27,463","22,6","63,667",41
28/10/2018,28,1,10,0,"32,3","26,188",20,"69,125",43
29/10/2018,29,2,10,0,"32,6","26,817","21,9","72,708",51
30/10/2018,30,3,10,0,"31,6","27,796","25,8","69,167",53
31/10/2018,31,4,10,"10,8","31,2","26,483","22,5","73,125",53
01/11/2018,1,5,11,"0,2","30,8","26,867","23,1","68,292",48
02/11/2018,2,6,11,0,"32,2","27,138","22,2","68,792",48
03/11/2018,3,7,11,0,"31,5","27,108","24,2","70,458",57
04/11/2018,4,1,11,0,"31,4","26,983","23,3","65,833",45
05/11/2018,5,2,11,0,"32,3","26,821","21,3",68,49
06/11/2018,6,3,11,"0,2","31,8","27,238","23,8","67,458",48
07/11/2018,7,4,11,0,"31,9","26,588","24,5","73,833",50
08/11/2018,8,5,11,9,"31,5","25,963","22,4","77,917",53
09/11/2018,9,6,11,1,"31,4","26,125","21,6","75,542",53
10/11/2018,10,7,11,"0,2","31,8","27,596","25,5",66,41
11/11/2018,11,1,11,0,"31,6","27,3","23,7","66,542",44
12/11/2018,12,2,11,0,"31,9","27,521","23,8","66,583",42
13/11/2018,13,3,11,"0,2","31,7","26,892","22,3","71,708",51
14/11/2018,14,4,11,"0,4","31,7","27,638","25,5","66,667",45
15/11/2018,15,5,11,"0,2","32,1","27,288","22,5","65,458",38
16/11/2018,16,6,11,0,"31,9","27,588","23,9",67,47
17/11/2018,17,7,11,0,"31,8","27,629",24,"68,542",48
18/11/2018,18,1,11,0,"31,4","27,608","25,6","63,792",43
19/11/2018,19,2,11,0,"31,4","27,688","25,3","67,083",52
20/11/2018,20,3,11,"1,4","31,6","27,117","23,2","70,333",51
21/11/2018,21,4,11,"0,4","30,6","27,371","24,8","70,5",57
22/11/2018,22,5,11,"0,4","32,1","27,529","25,4","67,667",51
23/11/2018,23,6,11,0,"31,8","27,758","25,1","65,208",49
24/11/2018,24,7,11,"3,4","29,6","26,271","23,7","77,792",64
25/11/2018,25,1,11,"4,4","31,1","26,533","22,7","75,958",56
26/11/2018,26,2,11,"2,6","29,9","26,163","23,6","79,292",65
27/11/2018,27,3,11,8,"28,5","24,913","24,2","85,792",67
28/11/2018,28,4,11,"7,8",31,"26,471","23,2","76,625",52
29/11/2018,29,5,11,0,31,"27,3","24,2","69,167",52
30/11/2018,30,6,11,"0,2","31,6","26,808","23,1","73,083",53
01/12/2018,1,7,12,"0,4",32,"27,188","22,7","72,625",48
02/12/2018,2,1,12,0,"32,4","28,513","26,2","70,167",54
03/12/2018,3,2,12,"0,2","32,4","28,275","25,6","70,208",54
04/12/2018,4,3,12,0,"32,4","27,45","22,6","72,167",52
05/12/2018,5,4,12,0,"32,8","27,383","23,2","73,042",51
06/12/2018,6,5,12,"6,2","32,3","27,167","22,9","74,542",55
07/12/2018,7,6,12,0,"32,3","27,275","22,9","70,625",46
08/12/2018,8,7,12,0,"32,8","27,308",22,"71,542",48
09/12/2018,9,1,12,"0,2","32,6","27,854","24,2","74,583",56
10/12/2018,10,2,12,38,"32,1","27,488","24,1","74,125",52
11/12/2018,11,3,12,"0,4","31,2","27,5","25,4","68,125",53
12/12/2018,12,4,12,"4,8","30,9","26,983","23,3","67,833",50
13/12/2018,13,5,12,0,"31,1","27,046",23,"68,417",52
14/12/2018,14,6,12,"0,2","31,1","27,279","23,6","65,333",49
15/12/2018,15,7,12,"0,2","31,4","26,888","21,8","65,25",43
16/12/2018,16,1,12,0,"31,4","27,221","24,2","66,042",47
17/12/2018,17,2,12,15,"29,5","26,221","23,5","82,375",70
18/12/2018,18,3,12,"3,8","31,3","27,292","24,5","70,917",54
19/12/2018,19,4,12,"0,2","30,4","26,221","21,8",69,48
20/12/2018,20,5,12,0,"31,2","26,179","21,8","71,333",47
21/12/2018,21,6,12,0,"30,8","26,775","22,7","69,75",54
22/12/2018,22,7,12,1,"31,1","26,417","22,6","75,917",53
23/12/2018,23,1,12,"1,8","31,8","27,117","23,9","73,875",58
24/12/2018,24,2,12,0,32,"27,613","25,8","68,667",51
25/12/2018,25,3,12,0,"31,6","27,325","24,8","66,583",49
26/12/2018,26,4,12,0,"31,7","25,546","20,2","70,042",41
27/12/2018,27,5,12,0,"32,1","25,583","19,5","72,917",48
28/12/2018,28,6,12,"2,4","32,2","26,967","22,8","74,042",53
29/12/2018,29,7,12,"0,2","32,2","27,492","23,9","65,208",41
30/12/2018,30,1,12,0,"32,4","27,029","20,5","67,75",43
31/12/2018,31,2,12,"0,8","33,4","27,588",23,"72,875",49
01/01/2019,1,3,1,0,"31,5","27,388","24,3","72,583",54
02/01/2019,2,4,1,"0,8","32,6","28,042","24,6","69,208",50
03/01/2019,3,5,1,0,32,"27,067","21,9",68,50
04/01/2019,4,6,1,0,"31,7","26,967","22,5","71,042",51
05/01/2019,5,7,1,0,"31,6","27,567","25,1","71,125",54
06/01/2019,6,1,1,"1,4","30,3","26,3","23,6","76,417",54
07/01/2019,7,2,1,"14,4","30,8","25,571","22,5","82,125",60
08/01/2019,8,3,1,"6,2","31,8","26,508","23,5","78,833",58
09/01/2019,9,4,1,"3,4","30,4","26,971","23,7","73,708",50
10/01/2019,10,5,1,0,"31,1","27,092","25,5","70,667",53
11/01/2019,11,6,1,"2,8","31,1","26,217",22,"74,75",52
12/01/2019,12,7,1,"9,2","27,7","23,896","22,7","89,167",74
13/01/2019,13,1,1,21,31,"26,171","22,4","80,042",58
14/01/2019,14,2,1,"1,6","30,8","26,854","24,1","76,875",59
15/01/2019,15,3,1,"0,2","30,8","25,938","21,8","76,542",56
16/01/2019,16,4,1,0,"31,5","26,475","22,1","77,042",57
17/01/2019,17,5,1,"0,2","31,1","26,788","23,2","78,167",57
18/01/2019,18,6,1,"0,6","31,9","27,729","24,9","70,917",52
19/01/2019,19,7,1,"0,4","32,2","27,029","22,9","76,542",54
20/01/2019,20,1,1,"2,4","31,2","27,738","24,6","75,333",61
21/01/2019,21,2,1,0,"32,1","28,138","25,5","66,292",47
22/01/2019,22,3,1,3,"30,3","25,258","21,6","80,667",59
23/01/2019,23,4,1,"10,2","31,7","26,454",22,"76,042",41
24/01/2019,24,5,1,"0,8","31,9","27,258","23,1","72,542",52
25/01/2019,25,6,1,0,"32,1","27,908","24,1","68,25",49
26/01/2019,26,7,1,"0,4","32,2","26,992","23,6","75,208",56
27/01/2019,27,1,1,"0,6","32,2","28,233","25,5","65,708",47
28/01/2019,28,2,1,"0,6","27,2","24,396",23,87,69
29/01/2019,29,3,1,25,"30,9","26,275",22,"76,833",53
30/01/2019,30,4,1,"0,6","30,6","26,513","23,8","76,417",54
31/01/2019,31,5,1,"1,8","31,7","27,342","22,8","72,333",54
01/02/2019,1,6,2,1,"31,7","27,371","23,8","74,5",55
02/02/2019,2,7,2,"3,6","30,5","26,408","22,9","79,833",61
03/02/2019,3,1,2,"5,8","31,1","25,563","23,7","87,083",64
04/02/2019,4,2,2,5,"30,1","25,892","23,7","87,333",70
05/02/2019,5,3,2,"11,4","31,7","26,763","23,9","83,5",64
06/02/2019,6,4,2,"46,4","28,6","25,838","24,1","86,792",76
07/02/2019,7,5,2,"0,4","31,5","26,604","22,7",74,47
08/02/2019,8,6,2,0,"31,4","25,871",21,"76,75",55
09/02/2019,9,7,2,"0,2","31,9","27,254","23,7","73,833",48
10/02/2019,10,1,2,"0,2","31,1","27,904","25,5","70,458",60
11/02/2019,11,2,2,1,31,"27,596",25,"72,875",60
12/02/2019,12,3,2,0,"31,5","27,258","24,4","75,958",56
13/02/2019,13,4,2,5,"26,3","25,058",25,"90,458",87
14/02/2019,14,5,2,"13,2","32,5","27,092","23,1","79,917",57
15/02/2019,15,6,2,"0,4",32,"27,913","24,6","77,917",60
16/02/2019,16,7,2,"0,6",33,"27,825","24,4","78,542",55
17/02/2019,17,1,2,"7,8","31,5","27,371","24,9","83,667",64
18/02/2019,18,2,2,"9,8",32,"27,596","24,6","82,292",65
19/02/2019,19,3,2,"1,4","31,8","27,454","24,6","77,833",58
20/02/2019,20,4,2,0,"31,5","26,721",23,"76,542",55
21/02/2019,21,5,2,"0,2","32,7","27,6","23,8","74,208",51
22/02/2019,22,6,2,"5,6",33,"27,533","23,7","75,917",50
23/02/2019,23,7,2,0,"32,3","27,65","24,1","75,667",54
24/02/2019,24,1,2,"0,2","32,4","27,621",24,"76,625",58
25/02/2019,25,2,2,"0,2","32,5","27,5","23,4","77,5",55
26/02/2019,26,3,2,"0,2","32,9","28,146","24,1","75,417",53
27/02/2019,27,4,2,0,"32,5","28,283","24,4","74,167",57
28/02/2019,28,5,2,0,"31,8","27,317","22,6","75,625",55
01/03/2019,1,6,3,0,32,"26,742","23,4","78,458",59
02/03/2019,2,7,3,"4,6","31,2","26,513","23,2","80,125",59
03/03/2019,3,1,3,"0,2","30,9","25,683","23,2","84,5",61
04/03/2019,4,2,3,"3,2","30,8","25,975","23,7","86,208",66
05/03/2019,5,3,3,"8,8","31,7","27,625","24,1",76,60
06/03/2019,6,4,3,"4,2","31,8","26,296","22,6","78,875",56
07/03/2019,7,5,3,"0,4","31,9","27,221","23,2","74,75",52
08/03/2019,8,6,3,"1,6","32,1","27,904","24,4","76,25",58
09/03/2019,9,7,3,0,"32,1","28,313","25,7","68,958",47
10/03/2019,10,1,3,"0,2","32,4","26,433","21,3","73,542",50
11/03/2019,11,2,3,0,"32,6","27,292","22,3",74,53
12/03/2019,12,3,3,"0,8","31,1","27,321","25,7","80,583",67
13/03/2019,13,4,3,"7,8","32,9","28,142","24,9","78,708",59
14/03/2019,14,5,3,2,"32,2","27,779",25,"80,625",60
15/03/2019,15,6,3,"2,8","32,4","27,846","24,4","73,583",49
16/03/2019,16,7,3,"0,6","32,6","26,804","22,4","75,292",50
17/03/2019,17,1,3,0,"33,3","26,708","21,7","76,792",45
18/03/2019,18,2,3,"23,6","31,7","26,242",24,"85,292",61
19/03/2019,19,3,3,0,"33,1","27,413","23,1",79,54
20/03/2019,20,4,3,"0,2","34,5","28,396","23,8","75,458",51
21/03/2019,21,5,3,0,"34,6","28,65","24,1","74,042",47
22/03/2019,22,6,3,0,35,"28,642",24,"73,583",48
23/03/2019,23,7,3,"1,4","33,8","28,308","24,4","77,125",53
24/03/2019,24,1,3,0,"33,7","28,233",24,"73,583",50
25/03/2019,25,2,3,0,"32,7","27,758","23,6","73,375",52
26/03/2019,26,3,3,"3,6","31,9","25,821",23,"85,458",61
27/03/2019,27,4,3,"37,8","31,2","25,85","23,3","85,792",63
28/03/2019,28,5,3,"26,2",31,"26,163","23,6","83,875",63
29/03/2019,29,6,3,"3,8",31,"26,563","23,7","83,542",64
30/03/2019,30,7,3,"12,2","31,7","26,733","24,2","84,667",62
31/03/2019,31,1,3,"8,8",29,"25,504","23,1","89,583",76
01/04/2019,1,2,4,"41,2","29,1","25,392",24,"89,458",74
02/04/2019,2,3,4,"28,4","31,7","26,696","22,2",80,57
03/04/2019,3,4,4,"4,8","32,4","27,421","24,3","80,917",59
04/04/2019,4,5,4,"2,2","32,9","27,725",24,"78,125",55
05/04/2019,5,6,4,0,"32,4","27,292","23,1","78,042",54
06/04/2019,6,7,4,"1,2","32,3","27,163","23,5","78,25",54
07/04/2019,7,1,4,1,"31,5","26,008","23,3","85,167",59
08/04/2019,8,2,4,"22,8","31,9","26,925","22,5","80,542",59
09/04/2019,9,3,4,0,"32,2","27,533","23,1","76,042",52
10/04/2019,10,4,4,"0,2","32,3","27,35","23,1","75,583",51
11/04/2019,11,5,4,"0,4","30,7","26,596","23,6","81,417",65
12/04/2019,12,6,4,"15,6","26,2","24,679","24,1","91,833",89
13/04/2019,13,7,4,"29,4",31,"25,696","22,9","85,167",58
14/04/2019,14,1,4,"0,6","31,7","25,971","21,8","78,542",55
15/04/2019,15,2,4,0,"32,7","26,088","20,9","78,958",51
16/04/2019,16,3,4,0,"31,8","26,55",22,"77,667",50
17/04/2019,17,4,4,"5,2","31,3","25,954",23,"82,417",58
18/04/2019,18,5,4,"0,4","32,6","26,779","22,1","78,25",55
19/04/2019,19,6,4,0,"32,4","27,388","22,4","78,542",59
20/04/2019,20,7,4,"8,2","29,5","25,6","23,8",90,79
21/04/2019,21,1,4,"29,6","31,4","26,1","22,2","82,208",54
22/04/2019,22,2,4,0,"32,2","26,738","22,1","80,208",55
23/04/2019,23,3,4,"10,4","31,8","26,792","23,9","84,042",62
24/04/2019,24,4,4,"21,2","30,1","25,946","23,2","87,583",69
25/04/2019,25,5,4,"16,8",30,"25,179","23,7","88,875",68
26/04/2019,26,6,4,"2,4","31,2","25,908","22,2","80,667",57
27/04/2019,27,7,4,"0,6","31,5","26,35","22,3","79,792",56
28/04/2019,28,1,4,0,"31,2","26,946","22,9","77,125",54
29/04/2019,29,2,4,"9,4","32,5","27,55","23,9",79,58
30/04/2019,30,3,4,"28,8","31,8","26,721","23,6","84,708",63
01/05/2019,1,4,5,"2,4","31,7","26,908",24,"82,792",62
02/05/2019,2,5,5,"7,4",32,"26,429","22,5","78,792",55
03/05/2019,3,6,5,0,"31,4","25,758","21,3","77,25",49
04/05/2019,4,7,5,0,"31,2","26,171","22,6","78,333",56
05/05/2019,5,1,5,1,"30,8","27,183","23,8","72,25",51
06/05/2019,6,2,5,"0,2","30,2","25,408",21,"75,667",54
07/05/2019,7,3,5,0,29,"25,254","21,2","83,083",69
08/05/2019,8,4,5,4,"29,2","25,358","23,9","90,417",78
09/05/2019,9,5,5,"32,8","30,7","26,267","24,2","88,583",70
10/05/2019,10,6,5,"11,4","31,2","26,3","24,2","86,458",65
11/05/2019,11,7,5,"10,8","30,9","26,283","22,8","83,5",58
12/05/2019,12,1,5,"0,4","30,6","26,033","22,5","84,125",61
13/05/2019,13,2,5,0,"31,3","26,158","22,8","82,458",59
14/05/2019,14,3,5,0,"31,6","26,467","22,3","79,583",55
15/05/2019,15,4,5,0,"32,6","26,746","22,7","78,583",57
16/05/2019,16,5,5,0,"31,5","26,379","22,1","80,875",61
17/05/2019,17,6,5,"3,6",31,"26,179","22,8",80,58
18/05/2019,18,7,5,0,"31,6",26,"20,8","79,375",57
19/05/2019,19,1,5,"15,4","31,6","26,429","23,6","82,833",55
20/05/2019,20,2,5,0,31,"25,692","21,9","84,125",62
21/05/2019,21,3,5,"25,4","30,5","25,908","23,5","86,583",70
22/05/2019,22,4,5,1,"31,7","27,283","23,2","77,083",58
23/05/2019,23,5,5,"6,8",31,"26,646","23,6","80,625",58
24/05/2019,24,6,5,"3,8","31,2","26,296","23,5","81,625",61
